Transaction Type,Subtype,Sales Sequence,No,Date,Community,Property,Property Type,Unit,Bedrooms,Floor,Parking,Balcony Area,Size (Sqf),Land Size,Amount (AED),AED/Sqf,Developer
Sales - Ready,Delayed Sell,Primary,41-2461-2023,01-02-2023,Dubai Marina,Marina Arcade Tower,Apartment,1907,2 B/R,,UB-40,,1206.54,,1970000.0,1632.77,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-2353-2023,31-01-2023,Dubai Marina,Marina Arcade Tower,Apartment,1703,2 B/R,,LB-91,79.12,1214.93,,1906000.0,1568.81,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-2215-2023,25-01-2023,Jumeirah Beach Residence,Bahar 2,Apartment,803,3 B/R,8,"B-121, B-122",100.32,2172.07,,2700000.0,1243.06,Dubai Properties
Sales - Ready,Sale On Payment Plan,Primary,460-33-2023,23-01-2023,Dubai Marina,Stella Maris Tower,Apartment,3802,2 B/R,38,B3-48  0,138.1,1470.15,,2367992.86,1610.72,Bloom Properties
Sales - Ready,Sale,Primary,11-1703-2023,19-01-2023,Dubai Marina,Marina Arcade Tower,Apartment,2803,2 B/R,,LB-12,79.12,1216.44,,2001000.0,1644.96,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-1652-2023,19-01-2023,Dubai Marina,Opal Marina Tower,Apartment,1706,1 B/R,17,B3-13,162.0,1064.13,,950000.0,892.75,Mismak Properties
Sales - Ready,Sale,Primary,11-1651-2023,19-01-2023,Dubai Marina,Opal Marina Tower,Apartment,502,2 B/R,5,B2-14,234.98,1546.14,,1282134.0,829.25,Mismak Properties
Sales - Ready,Sale,Primary,11-1648-2023,19-01-2023,Dubai Marina,Opal Marina Tower,Apartment,706,1 B/R,7,B2-30,162.0,1064.13,,950000.0,892.75,Mismak Properties
Sales - Ready,Sale,Primary,11-1514-2023,18-01-2023,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,7102,5 B/R,71,"B1-009, B1-008",1051.1,5010.43,,47500000.0,9480.23,Al Ain Properties
Sales - Ready,Delayed Sell,Primary,41-833-2023,12-01-2023,Dubai Marina,Marina Arcade Tower,Apartment,2902,2 B/R,,1F-44,75.35,1163.59,,1715000.0,1473.89,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-834-2023,12-01-2023,Dubai Marina,Marina Arcade Tower,Apartment,3603,2 B/R,,UB-70,197.2,1632.9,,2493000.0,1526.73,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-832-2023,12-01-2023,Dubai Marina,Marina Arcade Tower,Apartment,606,2 B/R,,LB-17,79.12,1214.72,,1805886.0,1486.67,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-735-2023,11-01-2023,Dubai Marina,Marina Arcade Tower,Apartment,3902,2 B/R,,LB-100,161.03,1598.67,,2395000.0,1498.12,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-665-2023,10-01-2023,Dubai Marina,Marina Arcade Tower,Apartment,4401,4 B/R,,"UB-30, UB-31",1706.09,5055.96,,9000000.0,1780.08,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-661-2023,10-01-2023,Dubai Marina,Marina Arcade Tower,Apartment,4402,4 B/R,,"UB-32, UB-33",1757.44,5438.19,,12913254.0,2374.55,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-312-2023,05-01-2023,Dubai Marina,Marina Arcade Tower,Apartment,3502,2 B/R,,UB-34,161.03,1598.67,,2112000.0,1321.1,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-495-2023,05-01-2023,Dubai Marina,DEC Twin Towers 1,Apartment,P1-26,0 B/R,P1,G-96,102.04,671.67,,457000.0,680.39,Dheeraj East Coast L.L.C
Sales - Ready,Sale,Primary,11-488-2023,05-01-2023,Dubai Marina,DEC Twin Towers 2,Apartment,T2-1803,2 B/R,18,B-144,193.0,1490.81,,968000.0,649.31,Dheeraj East Coast L.L.C
Sales - Ready,Sale,Primary,11-155-2023,03-01-2023,Dubai Marina,DEC Twin Towers 2,Apartment,T2-1501,1 B/R,15,B-114,65.01,823.45,,535000.0,649.71,Dheeraj East Coast L.L.C
Sales - Ready,Sale,Primary,11-189-2023,03-01-2023,Dubai Marina,Stella Maris Tower,Apartment,2502,2 B/R,25,B4-20,178.68,1515.46,,2367992.86,1562.55,Bloom Properties
Sales - Ready,Sale,Primary,11-31619-2022,13-12-2022,Dubai Marina,Marina Heights Tower,Apartment,2710,2 B/R,27,B1-23,79.76,1287.16,,1391888.0,1081.36,SRG Properties
Sales - Ready,Sale,Primary,11-30830-2022,08-12-2022,Dubai Marina,Opal Marina Tower,Apartment,505,2 B/R,5,B2-17,234.98,1536.35,,1236100.0,804.57,Mismak Properties
Sales - Ready,Sale,Primary,11-30965-2022,08-12-2022,Jumeirah Beach Residence,Bahar 2,Apartment,802,1 B/R,8,M-095,183.1,1528.92,,1490000.0,974.55,Dubai Properties
Sales - Ready,Sale,Primary,11-30265-2022,30-11-2022,Jumeirah Beach Residence,Bahar 2,Apartment,1301,3 B/R,13,"B-126, B-127",100.21,2174.22,,2895000.0,1331.51,Dubai Properties
Sales - Ready,Sale,Primary,11-29963-2022,28-11-2022,Dubai Marina,Continental Tower,Apartment,2905,2 B/R,29,B2-2,496.44,1651.84,,1650000.0,998.88,Dubai Continental Investment Group
Sales - Ready,Sale,Primary,11-29769-2022,25-11-2022,Dubai Marina,Marina Heights Tower,Apartment,1102,2 B/R,11,B4-44,170.93,1834.19,,2001000.0,1090.95,SRG Properties
Sales - Ready,Sale,Primary,11-29520-2022,24-11-2022,Dubai Marina,Opal Marina Tower,Apartment,1801,2 B/R,18,B3-14,234.98,1546.14,,1380000.0,892.54,Mismak Properties
Sales - Ready,Sale,Primary,11-29533-2022,24-11-2022,Dubai Marina,Opal Marina Tower,Apartment,2602,2 B/R,26,B3-63,234.98,1546.14,,1500000.0,970.16,Mismak Properties
Sales - Ready,Delayed Sell,Primary,41-20748-2022,23-11-2022,Dubai Marina,Marina Arcade Tower,Apartment,2907,2 B/R,,LB-92,111.52,1192.33,,1820000.0,1526.43,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-20468-2022,21-11-2022,Dubai Marina,Marina Arcade Tower,Apartment,2807,2 B/R,,G-62,,1206.0,,1841000.0,1526.54,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-20429-2022,21-11-2022,Dubai Marina,Marina Arcade Tower,Apartment,702,2 B/R,,1F-66,75.35,1160.47,,1576000.0,1358.07,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-28643-2022,16-11-2022,Jumeirah Beach Residence,Al Fattan Marine Tower 2,Apartment,1101,2 B/R,11,B2-082,82.99,1647.97,,1500000.0,910.21,Al Fattan Proprerties LLC
Sales - Ready,Lease to Own Registration,Primary,110-523-2022,15-11-2022,Jumeirah Beach Residence,Bahar 2,Apartment,201,3 B/R,2,"G-135, G-136",100.21,2174.22,,1081000.0,497.19,Dubai Properties
Sales - Ready,Sale,Primary,11-28450-2022,15-11-2022,Dubai Marina,Millennium Place (The One Dubai Marina By Wyndham),Serviced/Hotel Apartment,2103,0 B/R,21,EU,,398.81,,1740000.0,4363.02,The First Group
Sales - Ready,Delayed Sell,Primary,41-19785-2022,14-11-2022,Dubai Marina,Damac Heights,Apartment,3104,1 B/R,31,B2-27,138.1,879.2,,1668000.0,1897.17,Damac Properties
Sales - Ready,Sale,Primary,11-28390-2022,14-11-2022,Dubai Marina,52-42 Tower 1,Apartment,1708,2 B/R,17,4F-034,107.75,1135.49,,3100000.0,2730.09,Emaar Properties PJSC
Sales - Ready,Sale,Primary,11-28421-2022,14-11-2022,Jumeirah Beach Residence,Bahar 2,Apartment,503,3 B/R,5,"M-113, M-114",100.32,2172.07,,2600000.0,1197.02,Dubai Properties
Sales - Ready,Sale,Primary,11-28038-2022,10-11-2022,Dubai Marina,Opal Marina Tower,Apartment,1106,1 B/R,11,B2-54,162.0,1064.13,,920000.0,864.56,Mismak Properties
Sales - Ready,Sale,Primary,11-28020-2022,10-11-2022,Dubai Marina,Opal Marina Tower,Apartment,1601,2 B/R,16,B3-2,234.98,1546.14,,1350000.0,873.14,Mismak Properties
Sales - Ready,Sale,Primary,11-28037-2022,10-11-2022,Dubai Marina,Opal Marina Tower,Apartment,806,1 B/R,8,B2-36,162.0,1064.13,,905000.0,850.46,Mismak Properties
Sales - Ready,Delayed Sell,Primary,41-19436-2022,09-11-2022,Dubai Marina,Marina Arcade Tower,Apartment,2901,1 B/R,,1F-59,42.84,801.49,,1169000.0,1458.54,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-28000-2022,09-11-2022,Jumeirah Beach Residence,Bahar 2,Apartment,402,1 B/R,4,G-118,183.1,1528.92,,1405000.0,918.95,Dubai Properties
Sales - Ready,Delayed Sell,Primary,41-19402-2022,08-11-2022,Dubai Marina,Marina Arcade Tower,Apartment,2305,2 B/R,,UB-79,85.68,1618.58,,2335000.0,1442.62,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-27678-2022,07-11-2022,Jumeirah Beach Residence,Bahar 2,Apartment,903,3 B/R,9,"M-121, M-135",100.32,2172.07,,2916000.0,1342.5,Dubai Properties
Sales - Ready,Delayed Sell,Primary,41-19110-2022,04-11-2022,Dubai Marina,Marina Arcade Tower,Apartment,2707,2 B/R,,LB-94,,1206.97,,1798000.0,1489.68,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-19099-2022,04-11-2022,Dubai Marina,Marina Arcade Tower,Apartment,506,2 B/R,,LB-15,113.02,1276.93,,1748000.0,1368.9,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-27457-2022,04-11-2022,Jumeirah Beach Residence,Al Fattan Marine Tower 2,Apartment,4804,3 B/R,48,"B3-076 , B3-077",,4080.2,,9750000.0,2389.59,Al Fattan Proprerties LLC
Sales - Ready,Sale,Primary,11-27246-2022,03-11-2022,Dubai Marina,Opal Marina Tower,Apartment,801,2 B/R,8,B2-31,234.98,1546.14,,1351500.0,874.11,Mismak Properties
Sales - Ready,Sale,Primary,11-27356-2022,03-11-2022,Jumeirah Beach Residence,Bahar 2,Apartment,202,1 B/R,2,B-098,183.1,1528.92,,1451817.0,949.57,Dubai Properties
Sales - Ready,Sale,Primary,11-27361-2022,03-11-2022,Jumeirah Beach Residence,Bahar 2,Apartment,901,3 B/R,9,"B-111, B-112",100.21,2174.22,,2625000.0,1207.33,Dubai Properties
Sales - Ready,Delayed Sell,Primary,41-18823-2022,02-11-2022,Dubai Marina,Marina Arcade Tower,Apartment,2503,2 B/R,,LB-26,79.12,1214.93,,1759000.0,1447.82,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-27061-2022,01-11-2022,Dubai Marina,LIV Residence,Apartment,205,1 B/R,2,B1-P38,48.98,864.46,,1649548.0,1908.19,LIV Real Estate Development
Sales - Ready,Sale,Primary,11-26790-2022,31-10-2022,Jumeirah Beach Residence,Bahar 2,Apartment,2002,2 B/R,20,B-114,93.43,1516.54,,1737000.0,1145.37,Dubai Properties
Sales - Ready,Sale,Primary,11-26659-2022,28-10-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,6805,1 B/R,68,B1-144,72.66,809.67,,3800000.0,4693.28,Al Ain Properties
Sales - Ready,Sale,Primary,11-26492-2022,27-10-2022,Dubai Marina,Jumeirah Living Marina Gate (The Residences at Marina Gate 3),Apartment,4910,2 B/R,49,"L5R-526, L5R-526 T",223.46,1515.57,,3741365.0,2468.62,Select Group
Sales - Ready,Sale,Primary,11-26502-2022,27-10-2022,Dubai Marina,Opal Marina Tower,Apartment,2306,1 B/R,23,B3-49,162.0,1064.13,,927668.0,871.76,Mismak Properties
Sales - Ready,Sale,Primary,11-26464-2022,26-10-2022,Dubai Marina,Opal Marina Tower,Apartment,2406,1 B/R,24,B3-55,162.0,1064.13,,927668.0,871.76,Mismak Properties
Sales - Ready,Sale,Primary,11-26465-2022,26-10-2022,Dubai Marina,Opal Marina Tower,Apartment,2804,2 B/R,28,B3-77,234.98,1536.35,,1254990.0,816.87,Mismak Properties
Sales - Ready,Delayed Sell,Primary,41-18111-2022,25-10-2022,Dubai Marina,Marina Arcade Tower,Apartment,1605,2 B/R,,UB-98,85.68,1618.58,,2054000.0,1269.01,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-18120-2022,25-10-2022,Dubai Marina,Marina Arcade Tower,Apartment,1702,2 B/R,,1F-43,,1075.54,,1506000.0,1400.23,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-18053-2022,24-10-2022,Dubai Marina,Marina Arcade Tower,Apartment,2906,2 B/R,,LB-93,79.12,1243.56,,1899000.0,1527.06,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-26186-2022,24-10-2022,Dubai Marina,LIV Residence,Apartment,1506,2 B/R,15,B1-P09,113.78,1395.23,,3750000.0,2687.73,LIV Real Estate Development
Sales - Ready,Sale,Primary,11-26122-2022,24-10-2022,Jumeirah Beach Residence,Bahar 2,Apartment,2102,2 B/R,21,B-102,93.43,1516.54,,1737000.0,1145.37,Dubai Properties
Sales - Ready,Sale,Primary,11-26130-2022,24-10-2022,Jumeirah Beach Residence,Bahar 2,Apartment,2202,2 B/R,22,G-093,93.43,1516.54,,1742000.0,1148.67,Dubai Properties
Sales - Ready,Delayed Sell,Primary,41-18010-2022,21-10-2022,Jumeirah Beach Residence,One JBR (1 JBR),Apartment,4403,4 B/R,44,"P-019, P-020",465.11,3679.57,,15581000.0,4234.47,Dubai Properties
Sales - Ready,Sale,Primary,11-25783-2022,20-10-2022,Dubai Marina,Opal Marina Tower,Apartment,1506,1 B/R,15,B3-1,162.0,1064.13,,916000.0,860.8,Mismak Properties
Sales - Ready,Sale,Primary,11-25859-2022,20-10-2022,Jumeirah Beach Residence,Bahar 2,Apartment,203,3 B/R,2,"G-106, G-107",100.32,2172.07,,2200000.0,1012.86,Dubai Properties
Sales - Ready,Delayed Sell,Primary,41-17806-2022,18-10-2022,Dubai Marina,Marina Arcade Tower,Apartment,1408,2 B/R,,UB-103,128.41,1653.24,,2115000.0,1279.3,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-25626-2022,18-10-2022,Dubai Marina,Al Mass Tower,Apartment,902,2 B/R,9,2348,65.01,1545.06,,2500000.0,1618.06,Emaar Properties PJSC
Sales - Ready,Sale,Primary,11-25229-2022,14-10-2022,Jumeirah Beach Residence,Al Fattan Marine Tower 2,Apartment,4803,2 B/R,48,B3-187,,1599.42,,2300000.0,1438.02,Al Fattan Proprerties LLC
Sales - Ready,Sale,Primary,11-24703-2022,10-10-2022,Jumeirah Beach Residence,Bahar 2,Apartment,1902,2 B/R,19,B-106,93.43,1516.54,,1735000.0,1144.05,Dubai Properties
Sales - Ready,Delayed Sell,Primary,41-17449-2022,09-10-2022,Dubai Marina,Marina Arcade Tower,Apartment,202,1 B/R,,1F-1,,2000.81,,2000800.0,999.99,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-17353-2022,06-10-2022,Dubai Marina,Marina Arcade Tower,Apartment,1204,2 B/R,,UB-7,161.03,1598.67,,1944000.0,1216.01,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-17402-2022,06-10-2022,Dubai Marina,Marina Arcade Tower,Apartment,2303,2 B/R,,LB-25,79.12,1214.29,,1745000.0,1437.06,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-24375-2022,06-10-2022,Dubai Marina,Continental Tower,Apartment,2902,2 B/R,29,B2-45,140.69,1227.85,,1600000.0,1303.09,Dubai Continental Investment Group
Sales - Ready,Sale,Primary,11-24072-2022,04-10-2022,Dubai Marina,Marina Pinnacle Tower,Apartment,3409,2 B/R,34,B1-329,32.94,1219.02,,971000.0,796.54,Tiger Real Estate
Sales - Ready,Delayed Sell,Primary,41-17143-2022,03-10-2022,Dubai Marina,Marina Arcade Tower,Apartment,1105,2 B/R,,UB-5,161.03,1596.73,,2185000.0,1368.42,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-23861-2022,30-09-2022,Jumeirah Beach Residence,Bahar 2,Apartment,1601,2 B/R,16,G-108,93.43,1516.54,,1979055.0,1304.98,Dubai Properties
Sales - Ready,Sale,Primary,11-23799-2022,29-09-2022,Dubai Marina,LIV Residence,Apartment,203,0 B/R,2,,,463.07,,1129548.0,2439.27,LIV Real Estate Development
Sales - Ready,Sale,Primary,11-23199-2022,26-09-2022,Dubai Marina,DEC Twin Towers 2,Apartment,P2-11,0 B/R,P2,G-85,82.99,517.75,,260000.0,502.17,Dheeraj East Coast L.L.C
Sales - Ready,Sale,Primary,11-22997-2022,22-09-2022,Dubai Marina,Marina Wharf Tower 2,Apartment,1003,2 B/R,10,F1-38,61.89,759.29,,530000.0,698.02,Dheeraj East Coast L.L.C
Sales - Ready,Sale,Primary,11-22746-2022,20-09-2022,Jumeirah Beach Residence,Al Fattan Marine Tower 2,Apartment,5001,4 B/R,50,"B3-139 , B3-140",,3305.19,,5000000.0,1512.77,Al Fattan Proprerties LLC
Sales - Ready,Sale,Primary,11-22598-2022,19-09-2022,Dubai Marina,Marina Wharf Tower 2,Apartment,2702,3 B/R,27,F1-47,194.61,1388.34,,694000.0,499.88,Dheeraj East Coast L.L.C
Sales - Ready,Sale,Primary,11-22577-2022,19-09-2022,Dubai Marina,Orra Harbour Tower 1,Serviced/Hotel Apartment,505,1 B/R,,B2-163,100.32,597.29,,1240000.0,2076.03,Hector Holdings
Sales - Ready,Sale,Primary,11-22615-2022,19-09-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,7109,1 B/R,71,B1-323,176.31,1142.38,,3566411.0,3121.9,Al Ain Properties
Sales - Ready,Lease to Own Registration,Primary,110-402-2022,15-09-2022,Jumeirah Beach Residence,Bahar 2,Apartment,103,3 B/R,1,"M-110, M-111",100.32,2172.07,,1067500.0,491.47,Dubai Properties
Sales - Ready,Sale,Primary,11-21883-2022,12-09-2022,Dubai Marina,Azure,Apartment,315,3 B/R,3,B1-315,143.05,2028.91,,1600000.0,788.6,Bonyan Emirates Properties
Sales - Ready,Sale,Primary,11-21838-2022,09-09-2022,Dubai Marina,Al Majara Tower 2,Apartment,2701,1 B/R,27,366,48.01,971.02,,1350000.0,1390.29,Emaar Properties PJSC
Sales - Ready,Sale,Primary,11-21869-2022,09-09-2022,Dubai Marina,Ocean Heights Tower,Apartment,4502,2 B/R,45,P3-88,151.02,1315.04,,1420000.0,1079.82,Damac Properties
Sales - Ready,Sale,Primary,11-21029-2022,31-08-2022,Dubai Marina,Cayan Tower,Apartment,606,0 B/R,6,M-359,,726.03,,950000.0,1308.48,Cayan Investment & Development
Sales - Ready,Delayed Sell,Primary,41-15164-2022,29-08-2022,Dubai Marina,Marina Arcade Tower,Apartment,3003,1 B/R,,1F-60,,868.22,,1280000.0,1474.27,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-15011-2022,25-08-2022,Dubai Marina,52-42 Tower 2,Apartment,706,2 B/R,7,3F-102,107.75,1116.66,,2630888.0,2356.04,Emaar Properties PJSC
Sales - Ready,Sale,Primary,11-20447-2022,25-08-2022,Dubai Marina,Opal Marina Tower,Apartment,1901,2 B/R,19,B3-20,234.98,1546.14,,1358000.0,878.32,Mismak Properties
Sales - Ready,Delayed Sell,Primary,41-14839-2022,23-08-2022,Dubai Marina,Marina Arcade Tower,Apartment,3006,3 B/R,,"LB-28, LB-29",171.26,2403.06,,3100000.0,1290.02,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-19785-2022,18-08-2022,Dubai Marina,Opal Marina Tower,Apartment,1302,2 B/R,13,B2-62,234.98,1546.14,,1430800.0,925.4,Mismak Properties
Sales - Ready,Sale,Primary,11-19726-2022,17-08-2022,Dubai Marina,Opal Marina Tower,Apartment,1802,2 B/R,18,B3-15,234.98,1546.14,,1355000.0,876.38,Mismak Properties
Sales - Ready,Sale,Primary,11-19727-2022,17-08-2022,Dubai Marina,Opal Marina Tower,Apartment,901,2 B/R,9,B2-37,234.98,1546.14,,1361300.0,880.45,Mismak Properties
Sales - Ready,Delayed Sell,Primary,41-14245-2022,16-08-2022,Dubai Marina,Marina Arcade Tower,Apartment,4005,1 B/R,,G-26,42.84,726.57,,1212436.0,1668.71,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-19212-2022,11-08-2022,Jumeirah Beach Residence,Bahar 2,Apartment,1402,1 B/R,14,G-109,183.1,1528.92,,1485000.0,971.27,Dubai Properties
Sales - Ready,Sale,Primary,11-19201-2022,11-08-2022,Jumeirah Beach Residence,Bahar 2,Apartment,2104,2 B/R,21,G-110,93.43,1516.54,,1795000.0,1183.62,Dubai Properties
Sales - Ready,Sale,Primary,11-19211-2022,11-08-2022,Jumeirah Beach Residence,Bahar 2,Apartment,502,1 B/R,5,M-116,183.1,1528.92,,1406000.0,919.6,Dubai Properties
Sales - Ready,Sale,Primary,11-18888-2022,09-08-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,7107,3 B/R,71,"B1-345,B1-346",145.96,1867.55,,5838933.0,3126.51,Al Ain Properties
Sales - Ready,Delayed Sell,Primary,41-13420-2022,05-08-2022,Dubai Marina,Damac Heights,Apartment,5303,2 B/R,53,P4-68,276.2,1706.85,,3921000.0,2297.22,Damac Properties
Sales - Ready,Sale,Primary,11-18479-2022,04-08-2022,Dubai Marina,Opal Marina Tower,Apartment,2102,2 B/R,21,B3-33,234.98,1546.14,,1458800.0,943.51,Mismak Properties
Sales - Ready,Sale,Primary,11-18444-2022,03-08-2022,Dubai Marina,Opal Marina Tower,Apartment,1702,2 B/R,17,B3-9,234.98,1546.14,,1410400.0,912.21,Mismak Properties
Sales - Ready,Delayed Sell,Primary,41-12968-2022,01-08-2022,Dubai Marina,Damac Heights,Apartment,1201,1 B/R,12,B5-57,,1225.7,,1979000.0,1614.59,Damac Properties
Sales - Ready,Sale,Primary,11-18173-2022,01-08-2022,Jumeirah Beach Residence,Bahar 2,Apartment,UP04,1 B/R,UP,G-115,188.05,1519.77,,1295000.0,852.1,Dubai Properties
Sales - Ready,Sale,Primary,11-17664-2022,26-07-2022,Dubai Marina,The Zen Tower,Apartment,1101,3 B/R,11,B-26,340.03,1764.87,,1188256.0,673.28,Emaar Properties PJSC
Sales - Ready,Sale,Primary,11-17494-2022,25-07-2022,Dubai Marina,Panoramic Tower,Apartment,GT1,3 B/R,G,B1-T1,,4787.29,,3617349.0,755.62,Bonyan Emirates Properties
Sales - Ready,Sale,Primary,11-16847-2022,18-07-2022,Dubai Marina,Sparkle Tower A,Apartment,1-2901,2 B/R,29,B1-89,148.22,1218.48,,2408740.0,1976.83,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-16657-2022,15-07-2022,Dubai Marina,Sparkle Tower A,Apartment,1-2906,2 B/R,29,B1-92,148.33,1223.97,,2419000.0,1976.35,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-16504-2022,14-07-2022,Dubai Marina,Sparkle Tower A,Apartment,1-2801,2 B/R,28,B1-90,156.19,1008.48,,2008000.0,1991.12,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-16613-2022,14-07-2022,Dubai Marina,Sparkle Tower A,Apartment,1-2807,1 B/R,28,B1-109,126.69,693.96,,1387000.0,1998.69,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-16503-2022,14-07-2022,Dubai Marina,Sparkle Tower A,Apartment,1-2902,2 B/R,29,B1-91,226.04,1008.37,,2008000.0,1991.33,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-16611-2022,14-07-2022,Dubai Marina,Sparkle Towers (Swarovski Towers),Apartment,,2 B/R,,B1-107,,1183.29,,2361000.0,1995.29,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-16612-2022,14-07-2022,Dubai Marina,Sparkle Towers (Swarovski Towers),Apartment,,2 B/R,,B1-110,,1181.13,,2356000.0,1994.69,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-16367-2022,13-07-2022,Dubai Marina,Sparkle Tower A,Apartment,1-2405,3 B/R,24,B3-156,169.64,1882.62,,2918066.0,1550.0,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-16230-2022,07-07-2022,Dubai Marina,Opal Marina Tower,Apartment,701,2 B/R,7,B2-25,234.98,1546.14,,1322930.0,855.63,Mismak Properties
Sales - Ready,Sale,Primary,11-16149-2022,07-07-2022,Dubai Marina,Opal Marina Tower,Apartment,703,1 B/R,7,B2-27,162.0,1064.13,,830000.0,779.98,Mismak Properties
Sales - Ready,Sale,Primary,11-16207-2022,07-07-2022,Jumeirah Beach Residence,Bahar 2,Apartment,703,3 B/R,7,"B-147, B-148",100.32,2172.07,,2680000.0,1233.85,Dubai Properties
Sales - Ready,Sale,Primary,11-16099-2022,06-07-2022,Dubai Marina,Opal Marina Tower,Apartment,2704,2 B/R,27,B3-71,234.98,1536.67,,1241600.0,807.98,Mismak Properties
Sales - Ready,Sale,Primary,11-15535-2022,04-07-2022,Dubai Marina,Sparkle Tower A,Apartment,1-2802,1 B/R,28,B1-108,126.69,694.71,,1389000.0,1999.4,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-15558-2022,04-07-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,6102,1 B/R,61,B2-275,,628.83,,2850000.0,4532.21,Al Ain Properties
Sales - Ready,Sale,Primary,11-15345-2022,30-06-2022,Dubai Marina,LIV Residence,Apartment,1102,2 B/R,11,B1-P37,169.64,1357.77,,2849548.0,2098.7,LIV Real Estate Development
Sales - Ready,Sale,Primary,11-15356-2022,30-06-2022,Dubai Marina,LIV Residence,Apartment,1402,2 B/R,14,B1-P36,169.64,1417.94,,2999548.0,2115.42,LIV Real Estate Development
Sales - Ready,Sale,Primary,11-15060-2022,29-06-2022,Dubai Marina,Sparkle Tower B,Apartment,2-103,2 B/R,1,B1-03,885.66,1913.19,,1683000.0,879.68,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-15053-2022,29-06-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,5001,1 B/R,50,B2-245,60.28,737.44,,3400000.0,4610.53,Al Ain Properties
Sales - Ready,Sale,Primary,11-15052-2022,29-06-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,6503,2 B/R,65,B2-097,286.43,1816.64,,7000000.0,3853.27,Al Ain Properties
Sales - Ready,Sale,Primary,11-14661-2022,24-06-2022,Jumeirah Beach Residence,Bahar 2,Apartment,501,3 B/R,5,"G-116, G117",100.21,2174.22,,2600000.0,1195.83,Dubai Properties
Sales - Ready,Sale,Primary,11-14429-2022,22-06-2022,Jumeirah Beach Residence,Bahar 2,Apartment,1802,2 B/R,18,G-113,93.43,1516.54,,1650000.0,1088.0,Dubai Properties
Sales - Ready,Lease to Own Registration,Primary,110-219-2022,17-06-2022,Jumeirah Beach Residence,Bahar 2,Apartment,2604,PENTHOUSE,26,M-106,,3206.49,,1342500.0,418.68,Dubai Properties
Sales - Ready,Sale,Primary,11-13898-2022,17-06-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,4301,1 B/R,43,B2-144,60.28,737.44,,2860000.0,3878.27,Al Ain Properties
